filepath,gill_discolouration,lesions,red_spots,ulcers,black_gills,white_spots,lethargy
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (100).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (96).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (88).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (74).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (70).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (49).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (43).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (94).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (6).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (62).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (69).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (16).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (52).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (28).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (60).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (8).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (59).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (13).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (109).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (66).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (106).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (87).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (10).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (46).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (3).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (26).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (22).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (34).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (77).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (5).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (95).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (31).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (12).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (97).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (56).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (25).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (101).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (83).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (92).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (45).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (57).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (36).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (75).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (108).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (24).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (19).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (54).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (50).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (82).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (17).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (32).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (37).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (41).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (61).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (76).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (53).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (21).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (86).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (39).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (72).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (58).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (85).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (55).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (27).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (98).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (73).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (38).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (80).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (111).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (93).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (9).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (71).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (40).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (89).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (1).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (7).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (2).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (35).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (18).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (30).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (51).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (42).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (110).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (67).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (84).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (107).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (48).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (90).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (23).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (20).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (4).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (11).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (102).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Disease/BG/BG (105).jpg,0,0,0,0,1,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (311).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (223).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (21).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (120).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (16).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (36).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (105).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (160).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (305).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (White Background) (28).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (168).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (White Background) (6).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (108).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (158).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (230).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (White Background) (95).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (White Background) (55).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (3).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (90).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (58).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (288).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (84).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (298).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (292).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (86).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (117).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (White Background) (93).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (171).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (205).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (176).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (303).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (255).jpg,0,0,0,0,0,0,0
/home/techpark-11/DYNAMO/AquaVerse/ml/datasets/raw_images/shrimp_diseases/An Image Dataset for Computer Vision-Based Detection of Shrimp Diseases/Original/Healthy/Healthy (Blue Background) (109).jpg,0,0,0,0,0,0,0
