cycle_id,species,season,management_quality,fault_injected,fault_type,harvest_weight_g,harvest_survival,total_stress_hours,final_do_surface,final_tan_mgl,final_ph
2335,Penaeus_monodon,summer,poor,False,none,21.31,1.0,0.0,3.74,0.513,7.97
2336,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,3.79,0.52,7.97
2337,Penaeus_monodon,winter,poor,True,stratification_collapse,21.31,1.0,0.0,4.2,0.522,7.97
2338,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.67,0.509,7.97
2339,Litopenaeus_vannamei,northeast,excellent,True,stratification_collapse,21.31,1.0,0.0,4.32,0.517,7.97
2340,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.07,0.523,7.97
2341,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.42,0.503,7.97
2342,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.36,0.537,7.97
2343,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.36,0.516,7.97
2344,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.61,0.521,7.97
2345,Penaeus_monodon,monsoon,excellent,True,stratification_collapse,21.31,1.0,0.0,4.75,0.503,7.97
2346,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.76,0.504,7.97
2347,Litopenaeus_vannamei,northeast,excellent,False,none,21.31,1.0,0.0,4.54,0.514,7.97
2348,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.45,0.52,7.97
2349,Penaeus_monodon,monsoon,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.61,0.511,7.97
2350,Litopenaeus_vannamei,winter,good,True,stratification_collapse,21.31,1.0,0.0,4.15,0.53,7.97
2351,Penaeus_monodon,monsoon,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.77,0.528,7.97
2352,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.39,0.513,7.97
2353,Litopenaeus_vannamei,summer,excellent,False,none,21.31,1.0,0.0,4.22,0.511,7.97
2354,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.44,0.52,7.97
2355,Penaeus_monodon,summer,poor,True,stratification_collapse,21.31,1.0,0.0,4.42,0.504,7.97
2356,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.33,0.513,7.97
2357,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.51,0.502,7.97
2358,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.75,0.508,7.97
2359,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,3.67,0.532,7.97
2360,Penaeus_monodon,monsoon,very_poor,False,none,21.31,1.0,0.0,4.54,0.524,7.97
2361,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.49,0.517,7.97
2362,Penaeus_monodon,summer,good,False,none,21.31,1.0,0.0,4.08,0.504,7.97
2363,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.35,0.523,7.97
2364,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.49,0.515,7.97
2365,Litopenaeus_vannamei,summer,very_poor,True,stratification_collapse,21.31,1.0,0.0,3.7,0.557,7.97
2366,Penaeus_monodon,winter,excellent,False,none,21.31,1.0,0.0,4.21,0.505,7.97
2367,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.33,0.504,7.97
2368,Penaeus_monodon,northeast,poor,True,stratification_collapse,21.31,1.0,0.0,4.81,0.509,7.97
2369,Penaeus_monodon,summer,excellent,False,none,21.31,1.0,0.0,4.46,0.504,7.97
2370,Penaeus_monodon,monsoon,excellent,False,none,21.31,1.0,0.0,4.76,0.508,7.97
2371,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.4,0.563,7.97
2372,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.15,0.504,7.97
2373,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.06,0.515,7.97
2374,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.35,0.513,7.97
2375,Penaeus_monodon,monsoon,very_poor,False,none,21.31,1.0,0.0,4.74,0.509,7.97
2376,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.69,0.514,7.97
2377,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.35,0.515,7.97
2378,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,4.35,0.532,7.97
2379,Litopenaeus_vannamei,monsoon,poor,True,sensor_fault,21.31,1.0,0.0,4.75,0.531,7.97
2380,Penaeus_monodon,monsoon,good,True,stratification_collapse,21.31,1.0,0.0,4.46,0.512,7.97
2381,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,3.72,0.548,7.97
2382,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.46,0.508,7.97
2383,Penaeus_monodon,monsoon,excellent,False,none,21.31,1.0,0.0,4.82,0.507,7.97
2384,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.76,0.506,7.97
2385,Penaeus_monodon,summer,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.41,0.515,7.97
2386,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.5,0.504,7.97
2387,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,4.51,0.516,7.97
2388,Litopenaeus_vannamei,winter,poor,False,none,21.31,1.0,0.0,4.14,0.548,7.97
2389,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,3.82,0.537,7.97
2390,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.62,0.503,7.97
2391,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,3.64,0.546,7.97
2392,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,4.27,0.515,7.97
2393,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.57,0.527,7.97
2394,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.17,0.518,7.97
2395,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.62,0.515,7.97
2396,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.4,0.578,7.97
2397,Litopenaeus_vannamei,winter,excellent,False,none,21.31,1.0,0.0,4.08,0.51,7.97
2398,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.59,0.509,7.97
2399,Penaeus_monodon,northeast,good,True,stratification_collapse,21.31,1.0,0.0,4.38,0.505,7.97
2400,Litopenaeus_vannamei,summer,very_poor,False,none,21.31,1.0,0.0,4.31,0.529,7.97
2401,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.71,0.516,7.97
2402,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,4.45,0.559,7.97
2403,Litopenaeus_vannamei,winter,excellent,False,none,21.31,1.0,0.0,4.34,0.512,7.97
2404,Penaeus_monodon,summer,excellent,False,none,21.31,1.0,0.0,4.26,0.507,7.97
2405,Litopenaeus_vannamei,winter,very_poor,True,stratification_collapse,21.31,1.0,0.0,3.76,0.549,7.97
2406,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.38,0.515,7.97
2407,Penaeus_monodon,winter,poor,True,stratification_collapse,21.31,1.0,0.0,4.51,0.514,7.97
2408,Penaeus_monodon,summer,poor,True,stratification_collapse,21.31,1.0,0.0,4.16,0.512,7.97
2409,Penaeus_monodon,northeast,poor,True,stratification_collapse,21.31,1.0,0.0,4.47,0.519,7.97
2410,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.36,0.519,7.97
2411,Litopenaeus_vannamei,monsoon,excellent,False,none,21.31,1.0,0.0,4.45,0.509,7.97
2412,Penaeus_monodon,winter,excellent,False,none,21.31,1.0,0.0,4.46,0.504,7.97
2413,Penaeus_monodon,monsoon,very_poor,False,none,21.31,1.0,0.0,4.78,0.508,7.97
2414,Litopenaeus_vannamei,winter,excellent,False,none,21.31,1.0,0.0,4.49,0.517,7.97
2415,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.49,0.516,7.97
2416,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.58,0.507,7.97
2417,Litopenaeus_vannamei,northeast,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.16,0.543,7.97
2418,Litopenaeus_vannamei,winter,poor,False,none,21.31,1.0,0.0,3.96,0.518,7.97
2419,Litopenaeus_vannamei,monsoon,excellent,False,none,21.31,1.0,0.0,4.55,0.511,7.97
2420,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.34,0.511,7.97
2421,Litopenaeus_vannamei,summer,good,True,sensor_fault,21.31,1.0,0.0,4.11,0.535,7.97
2422,Penaeus_monodon,summer,poor,False,none,21.31,1.0,0.0,3.93,0.511,7.97
2423,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,4.36,0.514,7.97
2424,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.43,0.517,7.97
2425,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.4,0.51,7.97
2426,Penaeus_monodon,summer,good,False,none,21.31,1.0,0.0,3.82,0.502,7.97
2427,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.78,0.507,7.97
2428,Penaeus_monodon,summer,good,False,none,21.31,1.0,0.0,4.01,0.509,7.97
2429,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.15,0.525,7.97
2430,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.68,0.523,7.97
2431,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.37,0.507,7.97
2432,Penaeus_monodon,winter,excellent,True,stratification_collapse,21.31,1.0,0.0,4.5,0.504,7.97
2433,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.43,0.509,7.97
2434,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,4.08,0.519,7.97
2435,Litopenaeus_vannamei,northeast,poor,False,none,21.31,1.0,0.0,4.14,0.53,7.97
2436,Litopenaeus_vannamei,winter,very_poor,False,none,21.31,1.0,0.0,3.71,0.534,7.97
2437,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,4.06,0.51,7.97
2438,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.52,0.506,7.97
2439,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,4.42,0.515,7.97
2440,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.4,0.511,7.97
2441,Penaeus_monodon,northeast,poor,True,stratification_collapse,21.31,1.0,0.0,4.28,0.505,7.97
2442,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.49,0.505,7.97
2443,Penaeus_monodon,summer,poor,True,stratification_collapse,21.31,1.0,0.0,4.09,0.512,7.97
2444,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.54,0.522,7.97
2445,Penaeus_monodon,winter,excellent,False,none,21.31,1.0,0.0,4.53,0.507,7.97
2446,Penaeus_monodon,northeast,excellent,True,stratification_collapse,21.31,1.0,0.0,4.79,0.504,7.97
2447,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.59,0.523,7.97
2448,Penaeus_monodon,monsoon,excellent,False,none,21.31,1.0,0.0,4.48,0.504,7.97
2449,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.62,0.52,7.97
2450,Penaeus_monodon,monsoon,excellent,False,none,21.31,1.0,0.0,4.45,0.51,7.97
2451,Litopenaeus_vannamei,winter,very_poor,False,none,21.31,1.0,0.0,3.99,0.526,7.97
2452,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,3.88,0.525,7.97
2453,Penaeus_monodon,monsoon,very_poor,False,none,21.31,1.0,0.0,4.33,0.512,7.97
2454,Litopenaeus_vannamei,monsoon,excellent,False,none,21.31,1.0,0.0,4.74,0.51,7.97
2455,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.75,0.507,7.97
2456,Litopenaeus_vannamei,northeast,poor,False,none,21.31,1.0,0.0,4.48,0.528,7.97
2457,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,4.37,0.527,7.97
2458,Litopenaeus_vannamei,summer,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.16,0.55,7.97
2459,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.86,0.504,7.97
2460,Litopenaeus_vannamei,winter,good,False,none,21.31,1.0,0.0,4.36,0.521,7.97
2461,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.6,0.512,7.97
2462,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,3.97,0.535,7.97
2463,Litopenaeus_vannamei,northeast,good,True,sensor_fault,21.31,1.0,0.0,4.42,0.527,7.97
2464,Penaeus_monodon,winter,excellent,False,none,21.31,1.0,0.0,4.65,0.507,7.97
2465,Penaeus_monodon,summer,good,True,stratification_collapse,21.31,1.0,0.0,4.54,0.512,7.97
2466,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.39,0.512,7.97
2467,Litopenaeus_vannamei,summer,excellent,False,none,21.31,1.0,0.0,4.25,0.522,7.97
2468,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,4.65,0.507,7.97
2469,Penaeus_monodon,monsoon,excellent,False,none,21.31,1.0,0.0,4.57,0.504,7.97
2470,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.67,0.506,7.97
2471,Penaeus_monodon,monsoon,very_poor,False,none,21.31,1.0,0.0,4.78,0.521,7.97
2472,Penaeus_monodon,summer,excellent,True,stratification_collapse,21.31,1.0,0.0,3.9,0.511,7.97
2473,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.46,0.508,7.97
2474,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,4.26,0.512,7.97
2475,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.51,0.526,7.97
2476,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.36,0.525,7.97
2477,Litopenaeus_vannamei,winter,very_poor,False,none,21.31,1.0,0.0,4.14,0.555,7.97
2478,Litopenaeus_vannamei,northeast,very_poor,True,stratification_collapse,21.31,1.0,0.0,3.9,0.552,7.97
2479,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.69,0.511,7.97
2480,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,3.64,0.561,7.97
2481,Litopenaeus_vannamei,summer,excellent,False,none,21.31,1.0,0.0,3.79,0.519,7.97
2482,Litopenaeus_vannamei,winter,excellent,False,none,21.31,1.0,0.0,4.06,0.514,7.97
2483,Litopenaeus_vannamei,winter,excellent,False,none,21.31,1.0,0.0,4.53,0.508,7.97
2484,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.24,0.521,7.97
2485,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.23,0.524,7.97
2486,Litopenaeus_vannamei,northeast,excellent,False,none,21.31,1.0,0.0,4.3,0.512,7.97
2487,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.38,0.505,7.97
2488,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.51,0.511,7.97
2489,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,4.0,0.511,7.97
2490,Penaeus_monodon,summer,excellent,False,none,21.31,1.0,0.0,4.24,0.503,7.97
2491,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.15,0.535,7.97
2492,Penaeus_monodon,summer,excellent,False,none,21.31,1.0,0.0,4.33,0.503,7.97
2493,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,3.86,0.531,7.97
2494,Litopenaeus_vannamei,monsoon,excellent,False,none,21.31,1.0,0.0,4.58,0.512,7.97
2495,Litopenaeus_vannamei,summer,very_poor,False,none,21.31,1.0,0.0,3.51,0.535,7.97
2496,Litopenaeus_vannamei,northeast,poor,False,none,21.31,1.0,0.0,4.48,0.526,7.97
2497,Penaeus_monodon,monsoon,poor,True,stratification_collapse,21.31,1.0,0.0,4.34,0.513,7.97
2498,Litopenaeus_vannamei,summer,poor,True,sensor_fault,21.31,1.0,0.0,4.11,0.516,7.97
2499,Penaeus_monodon,monsoon,excellent,True,stratification_collapse,21.31,1.0,0.0,4.64,0.513,7.97
2500,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.4,0.539,7.97
2501,Litopenaeus_vannamei,northeast,excellent,False,none,21.31,1.0,0.0,4.45,0.526,7.97
2502,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,3.82,0.524,7.97
2503,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.54,0.506,7.97
2504,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,4.14,0.514,7.97
2505,Penaeus_monodon,winter,excellent,False,none,21.31,1.0,0.0,4.36,0.502,7.97
2506,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.5,0.504,7.97
2507,Litopenaeus_vannamei,winter,poor,False,none,21.31,1.0,0.0,3.97,0.535,7.97
2508,Litopenaeus_vannamei,summer,good,True,sensor_fault,21.31,1.0,0.0,3.92,0.511,7.97
2509,Penaeus_monodon,summer,excellent,False,none,21.31,1.0,0.0,4.19,0.505,7.97
2510,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.15,0.51,7.97
2511,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.7,0.51,7.97
2512,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,4.4,0.543,7.97
2513,Penaeus_monodon,monsoon,very_poor,False,none,21.31,1.0,0.0,4.84,0.509,7.97
2514,Litopenaeus_vannamei,summer,poor,True,stratification_collapse,14.38,1.0,12.0,4.18,0.524,7.97
2515,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,4.23,0.532,7.97
2516,Penaeus_monodon,northeast,poor,True,stratification_collapse,21.31,1.0,0.0,4.68,0.509,7.97
2517,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,4.38,0.528,7.97
2518,Penaeus_monodon,summer,very_poor,True,stratification_collapse,21.31,1.0,0.0,3.8,0.513,7.97
2519,Litopenaeus_vannamei,winter,poor,False,none,21.31,1.0,0.0,3.77,0.556,7.97
2520,Penaeus_monodon,summer,good,True,stratification_collapse,21.31,1.0,0.0,4.56,0.507,7.97
2521,Penaeus_monodon,monsoon,excellent,False,none,21.31,1.0,0.0,4.54,0.505,7.97
2522,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.5,0.508,7.97
2523,Litopenaeus_vannamei,northeast,poor,False,none,21.31,1.0,0.0,4.38,0.55,7.97
2524,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,3.71,0.521,7.97
2525,Penaeus_monodon,monsoon,very_poor,False,none,21.31,1.0,0.0,4.66,0.514,7.97
2526,Litopenaeus_vannamei,winter,very_poor,False,none,21.31,1.0,0.0,3.91,0.541,7.97
2527,Litopenaeus_vannamei,northeast,poor,False,none,21.31,1.0,0.0,4.43,0.526,7.97
2528,Penaeus_monodon,northeast,good,False,none,21.31,1.0,0.0,4.66,0.509,7.97
2529,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.57,0.509,7.97
2530,Litopenaeus_vannamei,northeast,poor,False,none,21.31,1.0,0.0,4.17,0.535,7.97
2531,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.27,0.507,7.97
2532,Litopenaeus_vannamei,winter,excellent,True,stratification_collapse,21.31,1.0,0.0,4.36,0.514,7.97
2533,Litopenaeus_vannamei,winter,excellent,False,none,21.31,1.0,0.0,4.47,0.517,7.97
2534,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.54,0.504,7.97
2535,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.7,0.524,7.97
2536,Penaeus_monodon,winter,very_poor,False,none,21.31,1.0,0.0,4.03,0.519,7.97
2537,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.52,0.527,7.97
2538,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.65,0.512,7.97
2539,Penaeus_monodon,summer,good,False,none,21.31,1.0,0.0,4.46,0.507,7.97
2540,Litopenaeus_vannamei,winter,good,False,none,21.31,1.0,0.0,3.98,0.526,7.97
2541,Penaeus_monodon,northeast,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.43,0.516,7.97
2542,Litopenaeus_vannamei,summer,good,True,stratification_collapse,21.31,1.0,0.0,4.18,0.527,7.97
2543,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,4.02,0.526,7.97
2544,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.59,0.506,7.97
2545,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,3.9,0.524,7.97
2546,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.3,0.509,7.97
2547,Penaeus_monodon,northeast,excellent,False,none,21.31,1.0,0.0,4.66,0.508,7.97
2548,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.01,0.509,7.97
2549,Litopenaeus_vannamei,summer,excellent,False,none,21.31,1.0,0.0,4.09,0.513,7.97
2550,Litopenaeus_vannamei,winter,good,False,none,21.31,1.0,0.0,3.95,0.528,7.97
2551,Litopenaeus_vannamei,summer,poor,False,none,21.31,1.0,0.0,4.24,0.518,7.97
2552,Litopenaeus_vannamei,northeast,poor,False,none,21.31,1.0,0.0,4.18,0.518,7.97
2553,Litopenaeus_vannamei,monsoon,good,False,none,21.31,1.0,0.0,4.61,0.517,7.97
2554,Penaeus_monodon,monsoon,poor,False,none,21.31,1.0,0.0,4.78,0.508,7.97
2555,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.38,0.523,7.97
2556,Litopenaeus_vannamei,northeast,excellent,False,none,21.31,1.0,0.0,4.14,0.52,7.97
2557,Litopenaeus_vannamei,northeast,excellent,False,none,21.31,1.0,0.0,4.4,0.529,7.97
2558,Penaeus_monodon,summer,poor,False,none,21.31,1.0,0.0,4.21,0.509,7.97
2559,Penaeus_monodon,winter,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.56,0.521,7.97
2560,Penaeus_monodon,northeast,good,True,stratification_collapse,21.31,1.0,0.0,4.66,0.505,7.97
2561,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.29,0.535,7.97
2562,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,4.49,0.51,7.97
2563,Litopenaeus_vannamei,winter,good,False,none,21.31,1.0,0.0,4.15,0.515,7.97
2564,Litopenaeus_vannamei,monsoon,good,True,stratification_collapse,21.31,1.0,0.0,4.65,0.52,7.97
2565,Litopenaeus_vannamei,northeast,very_poor,True,aerator_failure,0.73,0.0271,1819.0,0.0,0.553,7.97
2566,Litopenaeus_vannamei,winter,good,False,none,21.31,1.0,0.0,4.39,0.511,7.97
2567,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.15,0.512,7.97
2568,Penaeus_monodon,summer,poor,True,stratification_collapse,21.31,1.0,0.0,4.48,0.508,7.97
2569,Penaeus_monodon,summer,poor,False,none,21.31,1.0,0.0,4.4,0.514,7.97
2570,Litopenaeus_vannamei,summer,very_poor,False,none,21.31,1.0,0.0,4.08,0.556,7.97
2571,Litopenaeus_vannamei,northeast,excellent,False,none,21.31,1.0,0.0,4.43,0.516,7.97
2572,Litopenaeus_vannamei,winter,good,False,none,21.31,1.0,0.0,4.11,0.517,7.97
2573,Litopenaeus_vannamei,monsoon,very_poor,False,none,21.31,1.0,0.0,4.27,0.539,7.97
2574,Litopenaeus_vannamei,monsoon,excellent,False,none,21.31,1.0,0.0,4.83,0.517,7.97
2575,Penaeus_monodon,summer,good,False,none,21.31,1.0,0.0,4.38,0.509,7.97
2576,Penaeus_monodon,northeast,excellent,True,stratification_collapse,21.31,1.0,0.0,4.6,0.503,7.97
2577,Penaeus_monodon,winter,excellent,False,none,21.31,1.0,0.0,4.21,0.51,7.97
2578,Penaeus_monodon,monsoon,good,False,none,21.31,1.0,0.0,4.77,0.507,7.97
2579,Penaeus_monodon,northeast,poor,True,stratification_collapse,21.31,1.0,0.0,4.24,0.517,7.97
2580,Litopenaeus_vannamei,monsoon,poor,False,none,21.31,1.0,0.0,4.69,0.519,7.97
2581,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.56,0.519,7.97
2582,Litopenaeus_vannamei,winter,excellent,False,none,21.31,1.0,0.0,4.26,0.514,7.97
2583,Penaeus_monodon,winter,poor,False,none,21.31,1.0,0.0,4.11,0.517,7.97
2584,Penaeus_monodon,winter,excellent,False,none,21.31,1.0,0.0,4.52,0.504,7.97
2585,Litopenaeus_vannamei,summer,good,True,sensor_fault,21.31,1.0,0.0,4.36,0.527,7.97
2586,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.5,0.505,7.97
2587,Penaeus_monodon,winter,good,False,none,21.31,1.0,0.0,4.09,0.505,7.97
2588,Litopenaeus_vannamei,monsoon,excellent,True,stratification_collapse,21.31,1.0,0.0,4.53,0.519,7.97
2589,Litopenaeus_vannamei,northeast,excellent,True,sensor_fault,21.31,1.0,0.0,4.2,0.512,7.97
2590,Litopenaeus_vannamei,winter,very_poor,False,none,21.31,1.0,0.0,4.31,0.527,7.97
2591,Penaeus_monodon,northeast,poor,False,none,21.31,1.0,0.0,4.24,0.505,7.97
2592,Penaeus_monodon,monsoon,excellent,False,none,21.31,1.0,0.0,4.33,0.505,7.97
2593,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,3.9,0.523,7.97
2594,Penaeus_monodon,winter,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.2,0.507,7.97
2595,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,3.91,0.564,7.97
2596,Litopenaeus_vannamei,northeast,excellent,False,none,21.31,1.0,0.0,4.14,0.515,7.97
2597,Litopenaeus_vannamei,winter,good,False,none,21.31,1.0,0.0,4.26,0.521,7.97
2598,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.5,0.512,7.97
2599,Litopenaeus_vannamei,northeast,good,False,none,21.31,1.0,0.0,4.49,0.515,7.97
2600,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.52,0.516,7.97
2601,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,4.12,0.521,7.97
2602,Litopenaeus_vannamei,northeast,very_poor,True,aerator_failure,0.71,0.0262,1837.0,0.0,0.525,7.97
2603,Penaeus_monodon,northeast,very_poor,False,none,21.31,1.0,0.0,4.26,0.53,7.97
2604,Litopenaeus_vannamei,northeast,excellent,False,none,21.31,1.0,0.0,4.58,0.515,7.97
2605,Litopenaeus_vannamei,northeast,very_poor,False,none,21.31,1.0,0.0,3.94,0.589,7.97
2606,Penaeus_monodon,summer,very_poor,False,none,21.31,1.0,0.0,4.24,0.526,7.97
2607,Litopenaeus_vannamei,summer,good,False,none,21.31,1.0,0.0,3.96,0.52,7.97
2608,Penaeus_monodon,monsoon,very_poor,True,stratification_collapse,21.31,1.0,0.0,4.78,0.52,7.97
